Date,Price
07/08/17,339.32
06/08/17,338.78
03/08/17,338.46
02/08/17,337.28
31/07/17,337.07
30/07/17,337.22
27/07/17,336.7
26/07/17,336.39
25/07/17,336.25
24/07/17,336.61
23/07/17,337.05
20/07/17,336.64
19/07/17,336.7
18/07/17,336.76
17/07/17,336.23
16/07/17,336.17
13/07/17,336.06
12/07/17,335.98
11/07/17,335.36
10/07/17,334.21
09/07/17,334.03
06/07/17,333.91
05/07/17,334.1
04/07/17,333.88
03/07/17,333.55
02/07/17,333.43
29/06/17,333.61
28/06/17,334.11
27/06/17,334.53
26/06/17,334.91
25/06/17,334.47
22/06/17,333.52
21/06/17,333.11
20/06/17,333.32
19/06/17,334.22
18/06/17,335.1
15/06/17,335.39
14/06/17,335.47
13/06/17,334.74
12/06/17,335.13
11/06/17,335.28
08/06/17,335.52
07/06/17,335.8
06/06/17,335.81
05/06/17,335.87
04/06/17,336.21
01/06/17,336.28
29/05/17,336.49
28/05/17,336.96
25/05/17,336.95
24/05/17,336.71
23/05/17,337.19
22/05/17,337
21/05/17,337.8
18/05/17,337.19
17/05/17,336.44
16/05/17,335.46
15/05/17,335
14/05/17,334.62
11/05/17,334.09
10/05/17,334.27
09/05/17,333.52
08/05/17,333.55
07/05/17,332.97
04/05/17,333.18
03/05/17,334.44
30/04/17,335.35
27/04/17,334.38
26/04/17,333.17
25/04/17,332.74
24/04/17,332.71
23/04/17,332.52
20/04/17,332.2
19/04/17,332.01
18/04/17,331.87
13/04/17,331.5
12/04/17,331.12
09/04/17,330.67
06/04/17,330.83
05/04/17,331.03
04/04/17,330.89
03/04/17,331.1
02/04/17,331.05
30/03/17,330.81
29/03/17,330.65
28/03/17,330.31
27/03/17,330.25
26/03/17,331.05
23/03/17,331.14
22/03/17,331.98
21/03/17,332.31
20/03/17,331.77
19/03/17,330.63
16/03/17,330.06
15/03/17,328.32
14/03/17,327.26
13/03/17,326.67
09/03/17,326.84
08/03/17,326.47
07/03/17,327.65
06/03/17,328.5
05/03/17,327.79
02/03/17,328.26
01/03/17,328.82
28/02/17,329.8
27/02/17,329.98
26/02/17,331.25
23/02/17,330.95
22/02/17,331.02
21/02/17,331.55
20/02/17,332.31
19/02/17,332.67
16/02/17,332.12
15/02/17,330.76
14/02/17,330.8
13/02/17,331.15
12/02/17,331.51
09/02/17,331.88
08/02/17,331.92
07/02/17,332
06/02/17,332.03
05/02/17,331.71
02/02/17,332.01
01/02/17,331.44
31/01/17,331.62
30/01/17,331.38
29/01/17,331.14
26/01/17,330.25
25/01/17,330.63
